Švihov;27032;48;Středočeský;Rakovník; NE
Týniště;33455;48;Plzeňský;Plzeň-jih; NE
Strýčice;37341;48;Jihočeský;České Budějovice; NE
Lužice;38411;48;Jihočeský;Prachatice; NE
Biskupice;53842;48;Pardubický;Chrudim; NE
Kunčina Ves;67971;48;Jihomoravský;Blansko; NE
Janoušov;78991;48;Olomoucký;Šumperk; NE
Bácovice;39301;49;Vysočina;Pelhřimov; NE
Pšánky;50314;49;Královéhradecký;Hradec Králové; NE
Dolní Lochov;50601;49;Královéhradecký;Jičín; NE
Zbinohy;58842;49;Vysočina;Jihlava; NE
Rosička;59212;49;Vysočina;Žďár nad Sázavou; NE
Ostrov;25706;50;Středočeský;Benešov; NE
Litichovice;25726;50;Středočeský;Benešov; NE
Úhořilka;58254;50;Vysočina;Havlíčkův Brod; NE
Zadní Vydří;58856;50;Vysočina;Jihlava; NE
Chlum-Korouhvice;59266;50;Vysočina;Žďár nad Sázavou; NE
Osové;59401;50;Vysočina;Žďár nad Sázavou; NE
Podhradí nad Dyjí;67106;50;Jihomoravský;Znojmo; NE
Košice;28511;51;Středočeský;Kutná Hora; NE
Kamenec;33828;51;Plzeňský;Rokycany; NE
Modrava;34194;51;Plzeňský;Klatovy; NE
Proruby;51741;51;Královéhradecký;Rychnov nad Kněžnou; NE
Vápovice;58856;51;Vysočina;Jihlava; NE
Lubné;59456;51;Vysočina;Žďár nad Sázavou; NE
Ostřetice;33901;52;Plzeňský;Klatovy; NE
Mlýnské Struhadlo;33901;52;Plzeňský;Klatovy; NE
Pěčnov;38421;52;Jihočeský;Prachatice; NE
Milejovice;38701;52;Jihočeský;Strakonice; NE
Důl;39501;52;Vysočina;Pelhřimov; NE
Makov;67972;52;Jihomoravský;Blansko; NE
Xaverov;28506;53;Středočeský;Benešov; NE
Kratušín;38432;53;Jihočeský;Prachatice; NE
Svrabov;39131;53;Jihočeský;Tábor; NE
Syrov;39456;53;Vysočina;Pelhřimov; NE
Eš;39501;53;Vysočina;Pelhřimov; NE
Staré Bříště;39601;53;Vysočina;Pelhřimov; NE
Kožlí;39807;53;Jihočeský;Písek; NE
Blatce;47141;53;Liberecký;Česká Lípa; NE
Želivsko;56904;53;Pardubický;Svitavy; NE
Líšná;59203;53;Vysočina;Žďár nad Sázavou; NE
Kyjov;59214;53;Vysočina;Žďár nad Sázavou; NE
Horní Smrčné;67508;53;Vysočina;Třebíč; NE
Drahňovice;25726;54;Středočeský;Benešov; NE
Prusice;28163;54;Středočeský;Kolín; NE
Kluky;29426;54;Středočeský;Mladá Boleslav; NE
Bolkov;33453;54;Plzeňský;Plzeň-jih; NE
Polánka;33501;54;Plzeňský;Plzeň-jih; NE
Životice;33544;54;Plzeňský;Plzeň-jih; NE
Chlum;33808;54;Plzeňský;Rokycany; NE
Litohošť;39421;54;Vysočina;Pelhřimov; NE
Probulov;39807;54;Jihočeský;Písek; NE
Březina;50601;54;Královéhradecký;Jičín; NE
Volevčice;58856;54;Vysočina;Jihlava; NE
Újezdec;38422;55;Jihočeský;Prachatice; NE
Bratronice;38801;55;Jihočeský;Strakonice; NE
Račice;59255;55;Vysočina;Žďár nad Sázavou; NE
Štítov;33843;56;Plzeňský;Rokycany; NE
Zábrdí;38421;56;Jihočeský;Prachatice; NE
Martinice u Onšova;39422;56;Vysočina;Pelhřimov; NE
Spělkov;59203;56;Vysočina;Žďár nad Sázavou; NE
Modřovice;26242;57;Středočeský;Příbram; NE
Smilovice;27054;57;Středočeský;Rakovník; NE
Čenkov u Bechyně;39165;57;Jihočeský;Tábor; NE
Kukle;56802;57;Pardubický;Svitavy; NE
Jiřice u Moravských Budějovic;67154;57;Jihomoravský;Znojmo; NE
Horská Kvilda;38493;58;Plzeňský;Klatovy; NE
Boňkov;58255;58;Vysočina;Havlíčkův Brod; NE
Milasín;59251;58;Vysočina;Žďár nad Sázavou; NE
Bukovice;67923;58;Jihomoravský;Blansko; NE
Žerůtky;67971;58;Jihomoravský;Blansko; NE
Děkanovice;25768;59;Středočeský;Benešov; NE
Velká Chmelištná;27034;59;Středočeský;Rakovník; NE
Choratice;28506;59;Středočeský;Benešov; NE
Drunče;37821;59;Jihočeský;Jindřichův Hradec; NE
Újezdec;37823;59;Jihočeský;Jindřichův Hradec; NE
Dívčí Kopy;37842;59;Jihočeský;Jindřichův Hradec; NE
Pohnánec;39143;59;Jihočeský;Tábor; NE
Žirov;39301;59;Vysočina;Pelhřimov; NE
Častolovice;47001;59;Liberecký;Česká Lípa; NE
Pustina;56601;59;Pardubický;Ústí nad Orlicí; NE
Lány;58301;59;Vysočina;Havlíčkův Brod; NE
Zhoř;67923;59;Jihomoravský;Blansko; NE
Kamenný Malíkov;37842;60;Jihočeský;Jindřichův Hradec; NE
Šetějovice;25768;61;Středočeský;Benešov; NE
Oplany;28168;61;Středočeský;Kolín; NE
Hora Svatého Václava;34522;61;Plzeňský;Domažlice; NE
Hadravova Rosička;37842;61;Jihočeský;Jindřichův Hradec; NE
Přední Zborovice;38601;61;Jihočeský;Strakonice; NE
Ohařice;50601;61;Královéhradecký;Jičín; NE
Jedlá;58401;61;Vysočina;Havlíčkův Brod; NE
Dlouhá Stráň;79201;61;Moravskoslezský;Bruntál; NE
Bdín;27065;62;Středočeský;Rakovník; NE
Bujesily;33141;62;Plzeňský;Rokycany; NE
Jedlany;39137;62;Jihočeský;Tábor; NE
Dubovice;39301;62;Vysočina;Pelhřimov; NE
Nová Ves u Jarošova;57001;62;Pardubický;Svitavy; NE
Olší;58856;62;Vysočina;Jihlava; NE
Olšany;58856;62;Vysočina;Jihlava; NE
Lovčovice;67531;62;Vysočina;Třebíč; NE
Václavy;27035;63;Středočeský;Rakovník; NE
Sudějov;28504;63;Středočeský;Kutná Hora; NE
Kačlehy;37831;63;Jihočeský;Jindřichův Hradec; NE
Záhoří;39165;63;Jihočeský;Tábor; NE
Brodec;43967;63;Ústecký;Louny; NE
Ohaveč;50601;63;Královéhradecký;Jičín; NE
Vysoký Újezd;51771;63;Královéhradecký;Rychnov nad Kněžnou; NE
Hartinkov;56943;63;Pardubický;Svitavy; NE
Nestrašovice;26282;64;Středočeský;Příbram; NE
Vlčí;33401;64;Plzeňský;Plzeň-jih; NE
Vlčetínec;37842;64;Jihočeský;Jindřichův Hradec; NE
Chobot;38801;64;Jihočeský;Strakonice; NE
Radimovice u Tábora;39131;64;Jihočeský;Tábor; NE
Košín;39137;64;Jihočeský;Tábor; NE
Český Jiřetín;43601;64;Ústecký;Most; NE
Vrážné;56943;64;Pardubický;Svitavy; NE
Zvěstovice;58282;64;Vysočina;Havlíčkův Brod; NE
Kostelní Myslová;58856;64;Vysočina;Jihlava; NE
Koryta;29411;65;Středočeský;Mladá Boleslav; NE
Dvory;38421;65;Jihočeský;Prachatice; NE
Krejnice;38716;65;Jihočeský;Strakonice; NE
Trotina;54401;65;Královéhradecký;Trutnov; NE
Chleby;25741;66;Středočeský;Benešov; NE
Dolní Zimoř;27721;66;Středočeský;Mělník; NE
Masojedy;28201;66;Středočeský;Kolín; NE
Újezd nade Mží;33033;66;Plzeňský;Plzeň-sever; NE
Holovousy;33143;66;Plzeňský;Plzeň-sever; NE
Rosička;37825;66;Jihočeský;Jindřichův Hradec; NE
Vokov;39301;66;Vysočina;Pelhřimov; NE
Rovná;39421;66;Vysočina;Pelhřimov; NE
Okrouhlá;39843;66;Jihočeský;Písek; NE
Kryštofovy Hamry;43191;66;Ústecký;Chomutov; NE
Úherce;43905;66;Ústecký;Louny; NE
Slunečná;47117;66;Liberecký;Česká Lípa; NE
Sedlatice;58856;66;Vysočina;Jihlava; NE
Dunice;25768;67;Středočeský;Benešov; NE
Třebčice;33501;67;Plzeňský;Plzeň-jih; NE
Bukovník;34201;67;Plzeňský;Klatovy; NE
Lažany;38801;67;Jihočeský;Strakonice; NE
Vojníkov;39818;67;Jihočeský;Písek; NE
Trpík;56301;67;Pardubický;Ústí nad Orlicí; NE
Řídký;57001;67;Pardubický;Svitavy; NE
Přerubenice;27065;68;Středočeský;Rakovník; NE
Schořov;28601;68;Středočeský;Kutná Hora; NE
Nový Dvůr;28932;68;Středočeský;Nymburk; NE
Mohelnice nad Jizerou;29413;68;Středočeský;Mladá Boleslav; ANO
Sebečice;33808;68;Plzeňský;Rokycany; NE
Domoraz;34201;68;Plzeňský;Klatovy; NE
Všepadly;34543;68;Plzeňský;Domažlice; NE
Žďár;37842;68;Jihočeský;Jindřichův Hradec; NE
Bořetice;39421;68;Vysočina;Pelhřimov; NE
Ježov;39601;68;Vysočina;Pelhřimov; NE
Vrchovnice;50306;68;Královéhradecký;Hradec Králové; NE
Urbanice;53364;68;Pardubický;Pardubice; NE
Bukovina u Přelouče;53501;68;Pardubický;Pardubice; NE
Nejepín;58245;68;Vysočina;Havlíčkův Brod; NE
Klatovec;58851;68;Vysočina;Jihlava; NE
Přeckov;67505;68;Vysočina;Třebíč; NE
Nimpšov;67541;68;Vysočina;Třebíč; NE
Honětice;76802;68;Zlínský;Kroměříž; NE
Velečín;33165;69;Plzeňský;Plzeň-sever; NE
Vrbice;38473;69;Jihočeský;Prachatice; NE
Zvotoky;38716;69;Jihočeský;Strakonice; NE
Lesná;39421;69;Vysočina;Pelhřimov; NE
Zálužice;43801;69;Ústecký;Louny; NE
Rybníček;58282;69;Vysočina;Havlíčkův Brod; NE
Skryje;59455;69;Vysočina;Žďár nad Sázavou; NE
Nezabudice;27023;70;Středočeský;Rakovník; NE
Líský;27376;70;Středočeský;Kladno; NE
Kbelany;33024;70;Plzeňský;Plzeň-sever; NE
Vacovice;38719;70;Jihočeský;Strakonice; NE
Hojovice;39494;70;Vysočina;Pelhřimov; NE
Libchyně;54901;70;Královéhradecký;Náchod; NE
Kunkovice;76813;70;Zlínský;Kroměříž; NE
Bohy;33141;71;Plzeňský;Plzeň-sever; NE
Louňová;33601;71;Plzeňský;Plzeň-jih; NE
Chomle;33828;71;Plzeňský;Rokycany; NE
Mokrý Lom;37401;71;Jihočeský;České Budějovice; NE
Rašín;50801;71;Královéhradecký;Jičín; NE
Přepychy;53316;71;Pardubický;Pardubice; NE
Svojkovice;58856;71;Vysočina;Jihlava; NE
Nový Jimramov;59242;71;Vysočina;Žďár nad Sázavou; NE
Onšov;67102;71;Jihomoravský;Znojmo; NE
Drahouš;27033;72;Středočeský;Rakovník; NE
Drslavice;38421;72;Jihočeský;Prachatice; NE
Bradáčov;39143;72;Jihočeský;Tábor; NE
Bečice;39175;72;Jihočeský;Tábor; NE
Zámostí-Blata;50601;72;Královéhradecký;Jičín; NE
Rokytňany;50723;72;Královéhradecký;Jičín; NE
Horní Paseka;58401;72;Vysočina;Havlíčkův Brod; NE
Zvolenovice;58856;72;Vysočina;Jihlava; NE
Ořechov;58862;72;Vysočina;Jihlava; NE
Tišnovská Nová Ves;59451;72;Vysočina;Žďár nad Sázavou; NE
Herink;25101;73;Středočeský;Praha-východ; NE
Vodranty;28601;73;Středočeský;Kutná Hora; NE
Mohelnice;33501;73;Plzeňský;Plzeň-jih; NE
Tužice;34174;73;Plzeňský;Klatovy; NE
Únějovice;34512;73;Plzeňský;Domažlice; NE
Čečovice;34562;73;Plzeňský;Domažlice; NE
Zahorčice;38719;73;Jihočeský;Strakonice; NE
Hornosín;38742;73;Jihočeský;Strakonice; NE
Pivkovice;38773;73;Jihočeský;Strakonice; NE
Klíny;43601;73;Ústecký;Most; NE
Horní Pohleď;58291;73;Vysočina;Havlíčkův Brod; NE
Rojetín;59451;73;Vysočina;Žďár nad Sázavou; NE
Hluboké Dvory;67923;73;Jihomoravský;Blansko; NE
Louka;67974;73;Jihomoravský;Blansko; NE
Malinová;27035;74;Středočeský;Rakovník; NE
Mezihoří;34012;74;Plzeňský;Klatovy; NE
Pelechy;34401;74;Plzeňský;Domažlice; NE
Modrá Hůrka;37501;74;Jihočeský;České Budějovice; NE
Višňová;37821;74;Jihočeský;Jindřichův Hradec; NE
Třešovice;38752;74;Jihočeský;Strakonice; NE
Lažánky;38801;74;Jihočeský;Strakonice; NE
Dražičky;39175;74;Jihočeský;Tábor; NE
Útěchovičky;39421;74;Vysočina;Pelhřimov; NE
Rakousy;51101;74;Liberecký;Semily; NE
Karlov;59101;74;Vysočina;Žďár nad Sázavou; NE
Nelepeč-Žernůvka;66475;74;Jihomoravský;Brno-venkov; NE
Haluzice;76324;74;Zlínský;Zlín; NE
Zlatá;25083;75;Středočeský;Praha-východ; NE
Bukovany;26283;75;Středočeský;Příbram; NE
Brodeslavy;33141;75;Plzeňský;Plzeň-sever; NE
Olbramov;34901;75;Plzeňský;Tachov; NE
Katov;39126;75;Jihočeský;Tábor; NE
Proseč;39451;75;Vysočina;Pelhřimov; NE
Jahodov;51601;75;Královéhradecký;Rychnov nad Kněžnou; NE
Heřmanice;58283;75;Vysočina;Havlíčkův Brod; NE
Račice;67555;75;Vysočina;Třebíč; NE
Všechlapy;25726;76;Středočeský;Benešov; NE
Kuňovice;25765;76;Středočeský;Benešov; NE
Pětikozly;29430;76;Středočeský;Mladá Boleslav; NE
Kobylnice;29446;76;Středočeský;Mladá Boleslav; NE
Řitonice;29448;76;Středočeský;Mladá Boleslav; NE
Pastuchovice;33165;76;Plzeňský;Plzeň-sever; NE
Hvozdec;37372;76;Jihočeský;České Budějovice; NE
Babice;38411;76;Jihočeský;Prachatice; NE
Želkovice;43926;76;Ústecký;Louny; NE
Ostružno;50601;76;Královéhradecký;Jičín; NE
Radonín;67521;76;Vysočina;Třebíč; NE
Lážovice;26725;77;Středočeský;Beroun; NE
Kvílice;27375;77;Středočeský;Kladno; NE
Lhotka u Radnic;33824;77;Plzeňský;Rokycany; NE
Močerady;34561;77;Plzeňský;Domažlice; NE
Teplička;36464;77;Karlovarský;Karlovy Vary; NE
Libětice;38601;77;Jihočeský;Strakonice; NE
Pohorovice;38901;77;Jihočeský;Strakonice; NE
Haškovcova Lhota;39165;77;Jihočeský;Tábor; NE
Plch;53344;77;Pardubický;Pardubice; NE
Stanovice;54443;77;Královéhradecký;Trutnov; NE
Lhotka;58856;77;Vysočina;Jihlava; NE
Zdeňkov;58856;77;Vysočina;Jihlava; NE
Tasovice;67975;77;Jihomoravský;Blansko; NE
Březí;26242;78;Jihočeský;Strakonice; NE
Slatina;33143;78;Plzeňský;Plzeň-sever; NE
Bukovec;34562;78;Plzeňský;Domažlice; NE
Arneštovice;39421;78;Vysočina;Pelhřimov; NE
Hornice;67533;78;Vysočina;Třebíč; NE
Hracholusky;27041;79;Středočeský;Rakovník; NE
Sedlec;33141;79;Plzeňský;Plzeň-sever; NE
Přebuz;35801;79;Karlovarský;Sokolov; NE
Hrachoviště;37901;79;Jihočeský;Jindřichův Hradec; NE
Dobrá Voda u Pacova;39501;79;Vysočina;Pelhřimov; NE
Píšť;39601;79;Vysočina;Pelhřimov; NE
Svatojanský Újezd;50781;79;Královéhradecký;Jičín; NE
Plchovice;56501;79;Pardubický;Ústí nad Orlicí; NE
Skorkov;58254;79;Vysočina;Havlíčkův Brod; NE
Vratislávka;59451;79;Vysočina;Žďár nad Sázavou; NE
Vevčice;67153;79;Jihomoravský;Znojmo; NE
Kojatín;67503;79;Vysočina;Třebíč; NE
Horní Vilémovice;67507;79;Vysočina;Třebíč; NE
Sudoměř;29425;80;Středočeský;Mladá Boleslav; NE
Blažim;33039;80;Plzeňský;Plzeň-sever; NE
Kovčín;34154;80;Plzeňský;Klatovy; NE
Budkov;38422;80;Jihočeský;Prachatice; NE
Krchleby;51741;80;Královéhradecký;Rychnov nad Kněžnou; NE
Hrutov;67529;80;Vysočina;Třebíč; NE
Zichovec;27374;81;Středočeský;Kladno; NE
Černíkovice;33141;81;Plzeňský;Plzeň-sever; NE
Nová Ves;34166;81;Jihočeský;Strakonice; NE
Pomezí nad Ohří;35002;81;Karlovarský;Cheb; NE
Skály;38601;81;Jihočeský;Strakonice; NE
Poběžovice u Přelouče;53364;81;Pardubický;Pardubice; NE
Lesůňky;67551;81;Vysočina;Třebíč; NE
Bílov;33141;82;Plzeňský;Plzeň-sever; NE
Kvítkovice;37384;82;Jihočeský;České Budějovice; NE
Proseč pod Křemešníkem;39301;82;Vysočina;Pelhřimov; NE
Útěchovice;39421;82;Vysočina;Pelhřimov; NE
Holenice;50601;82;Liberecký;Semily; NE
Třebešice;25726;83;Středočeský;Benešov; NE
Županovice;26301;83;Středočeský;Příbram; NE
Krakovec;27035;83;Středočeský;Rakovník; NE
Hlince;33141;83;Plzeňský;Plzeň-sever; NE
Ostrovec-Lhotka;33808;83;Plzeňský;Rokycany; NE
Nehodiv;34154;83;Plzeňský;Klatovy; NE
Štichov;34562;83;Plzeňský;Domažlice; NE
Všekary;34562;83;Plzeňský;Domažlice; NE
Horní Skrýchov;37701;83;Jihočeský;Jindřichův Hradec; NE
Bořetín;37853;83;Jihočeský;Jindřichův Hradec; NE
Třebějice;39127;83;Jihočeský;Tábor; NE
Janovice v Podještědí;46355;83;Liberecký;Česká Lípa; NE
Brada-Rybníček;50601;83;Královéhradecký;Jičín; NE
Bošín;56501;83;Pardubický;Ústí nad Orlicí; NE
Milešín;59451;83;Vysočina;Žďár nad Sázavou; NE
Hnačov;34034;84;Plzeňský;Klatovy; NE
Nicov;38473;84;Jihočeský;Prachatice; NE
Řemíčov;39143;84;Jihočeský;Tábor; NE
Černýšovice;39165;84;Jihočeský;Tábor; NE
Polesí;39464;84;Vysočina;Pelhřimov; NE
Bystrá;39601;84;Vysočina;Pelhřimov; NE
Doubice;40746;84;Ústecký;Děčín; NE
Žlebské Chvalovice;53843;84;Pardubický;Chrudim; NE
Újezdec;57001;84;Pardubický;Svitavy; NE
Otín;58833;84;Vysočina;Jihlava; NE
Jiratice;67532;84;Vysočina;Třebíč; NE
Petrůvky;67552;84;Vysočina;Třebíč; NE
Vlkančice;28163;85;Středočeský;Kolín; NE
Vlkov pod Oškobrhem;28904;85;Středočeský;Nymburk; NE
Habří;37384;85;Jihočeský;České Budějovice; NE
Záblatí;37816;85;Jihočeský;Jindřichův Hradec; NE
Borovná;58856;85;Vysočina;Jihlava; NE
Řídelov;58856;85;Vysočina;Jihlava; NE
Pokojovice;67521;85;Vysočina;Třebíč; NE
Lesná;67526;85;Vysočina;Třebíč; NE
Kolaje;28904;86;Středočeský;Nymburk; NE
Prodašice;29447;86;Středočeský;Mladá Boleslav; NE
Kozlovice;33501;86;Plzeňský;Plzeň-jih; NE
Heřmaneč;37853;86;Jihočeský;Jindřichův Hradec; NE
Paračov;38752;86;Jihočeský;Strakonice; NE
Záluží;41301;86;Ústecký;Litoměřice; NE
Soběraz;50713;86;Královéhradecký;Jičín; NE
Švábov;58851;86;Vysočina;Jihlava; NE
Panenská Rozsíčka;58901;86;Vysočina;Jihlava; NE
Borovník;59451;86;Vysočina;Žďár nad Sázavou; NE
Lubnice;67107;86;Jihomoravský;Znojmo; NE
Hvězdoňovice;67521;86;Vysočina;Třebíč; NE
Lužce;26716;87;Středočeský;Beroun; NE
Málkov;26722;87;Středočeský;Beroun; NE
Vinařice;26722;87;Středočeský;Beroun; NE
Malá Víska;26762;87;Středočeský;Beroun; NE
Grunta;28002;87;Středočeský;Kolín; NE
Doubravička;29430;87;Středočeský;Mladá Boleslav; NE
Mešno;33843;87;Plzeňský;Rokycany; NE
Olešná;39804;87;Jihočeský;Písek; NE
Chrtníky;53361;87;Pardubický;Pardubice; NE
Dolní Sokolovec;58301;87;Vysočina;Havlíčkův Brod; NE
Strachoňovice;58856;87;Vysočina;Jihlava; NE
Tři Studně;59204;87;Vysočina;Žďár nad Sázavou; NE
Prokopov;67154;87;Jihomoravský;Znojmo; NE
Hořany;28914;88;Středočeský;Nymburk; NE
Strážiště;29414;88;Středočeský;Mladá Boleslav; NE
Kakejcov;33843;88;Plzeňský;Rokycany; NE
Javor;34021;88;Plzeňský;Klatovy; NE
Ponědrážka;37816;88;Jihočeský;Jindřichův Hradec; NE
Pohnání;39143;88;Jihočeský;Tábor; NE
Brzánky;41164;88;Ústecký;Litoměřice; NE
Zádolí;56601;88;Pardubický;Ústí nad Orlicí; NE
Doupě;58856;88;Vysočina;Jihlava; NE
Rodkov;59257;88;Vysočina;Žďár nad Sázavou; NE
Vincencov;79806;88;Olomoucký;Prostějov; NE
Srbce;79830;88;Olomoucký;Prostějov; NE
Kozojedy;27055;89;Středočeský;Rakovník; NE
Kalivody;27065;89;Středočeský;Rakovník; NE
Kutrovice;27375;89;Středočeský;Kladno; NE
Radkovice;33455;89;Plzeňský;Plzeň-jih; NE
Doňov;37823;89;Jihočeský;Jindřichův Hradec; NE
Horní Němčice;37856;89;Jihočeský;Jindřichův Hradec; NE
Loučná;43191;89;Ústecký;Chomutov; NE
Pravy;53341;89;Pardubický;Pardubice; NE
Sendraž;54923;89;Královéhradecký;Náchod; NE
Horní Myslová;58856;89;Vysočina;Jihlava; NE
Újezd;67140;89;Jihomoravský;Znojmo; NE
Čermákovice;67173;89;Jihomoravský;Znojmo; NE
Občov;26101;90;Středočeský;Příbram; NE
Korno;26727;90;Středočeský;Beroun; NE
Nové Hutě;38492;90;Jihočeský;Prachatice; NE
Hajany;38801;90;Jihočeský;Strakonice; NE
Benátky;50306;90;Královéhradecký;Hradec Králové; NE
Suchá Lhota;57001;90;Pardubický;Svitavy; NE
Leškovice;58281;90;Vysočina;Havlíčkův Brod; NE
Vanov;58856;90;Vysočina;Jihlava; NE
Horní Rožínka;59256;90;Vysočina;Žďár nad Sázavou; NE
Nadryby;33011;91;Plzeňský;Plzeň-sever; NE
Chlumy;33501;91;Plzeňský;Plzeň-jih; NE
Smržov;37816;91;Jihočeský;Jindřichův Hradec; NE
Vícemil;37825;91;Jihočeský;Jindřichův Hradec; NE
Zhoř u Mladé Vožice;39143;91;Jihočeský;Tábor; NE
Nová Buková;39403;91;Vysočina;Pelhřimov; NE
Lhota-Vlasenice;39470;91;Vysočina;Pelhřimov; NE
Hojanovice;39601;91;Vysočina;Pelhřimov; NE
Myslín;39806;91;Jihočeský;Písek; NE
Nerestce;39806;91;Jihočeský;Písek; NE
Křižanov;39843;91;Jihočeský;Písek; NE
Chlístov;51801;91;Královéhradecký;Rychnov nad Kněžnou; NE
Rybné;58827;91;Vysočina;Jihlava; NE
Ostrov;26272;92;Středočeský;Příbram; NE
Řeřichy;27035;92;Středočeský;Rakovník; NE
Borovnice;37315;92;Jihočeský;České Budějovice; NE
Říčky v Orlických horách;51761;92;Královéhradecký;Rychnov nad Kněžnou; ANO
Čečkovice;58274;92;Vysočina;Havlíčkův Brod; NE
Sklené;59204;92;Vysočina;Žďár nad Sázavou; NE
Odunec;67555;92;Vysočina;Třebíč; NE
Popůvky;67575;92;Vysočina;Třebíč; NE
Studený;25767;93;Středočeský;Benešov; NE
Korkyně;26206;93;Středočeský;Příbram; ANO
Svojšice;26272;93;Středočeský;Příbram; NE
Žďár;27033;93;Středočeský;Rakovník; NE
Krakov;27035;93;Středočeský;Rakovník; NE
Zájezd;27343;93;Středočeský;Kladno; NE
Bílá Hlína;29501;93;Středočeský;Mladá Boleslav; NE
Vlčtejn;33204;93;Plzeňský;Plzeň-jih; NE
Frymburk;34201;93;Plzeňský;Klatovy; NE
Polště;37846;93;Jihočeský;Jindřichův Hradec; NE
Krajníčko;38773;93;Jihočeský;Strakonice; NE
Hodětín;39171;93;Jihočeský;Tábor; NE
Vlčeves;39201;93;Jihočeský;Tábor; NE
Leskovice;39414;93;Vysočina;Pelhřimov; NE
Oleško;41183;93;Ústecký;Litoměřice; NE
Podmoky;58282;93;Vysočina;Havlíčkův Brod; NE
Kynice;58401;93;Vysočina;Havlíčkův Brod; NE
Horní Radslavice;59401;93;Vysočina;Žďár nad Sázavou; NE
Lesní Jakubov;67573;93;Vysočina;Třebíč; NE
Počaply;26272;94;Středočeský;Příbram; NE
Tojice;33501;94;Plzeňský;Plzeň-jih; NE
